country_iso3,country_name,cluster,fimi_variant,rank,predictor_id,std_all,posterior_sd,q025,q975,sig,shrinkage_pct,eu_pooled_mean,in_eu_pi95
AUT,Austria,Western,chinese,1,FEAR,0.23868911873016052,0.03635915014002116,0.18097907967568624,0.32125673394523285,TRUE,0.7214483015112917,0.20790223861980237,FALSE
AUT,Austria,Western,chinese,2,THREAT,-0.15433643410801148,0.05332542722703583,-0.2713083450744034,-0.0662856841028571,TRUE,0.6524972048008729,-0.09904571402065447,FALSE
AUT,Austria,Western,chinese,3,ABAND,0.150092166484142,0.05073321843158928,0.05173200549134187,0.25744038866273383,TRUE,1.3260515906664478,0.15580547187816207,TRUE
BEL,Belgium,Western,chinese,1,FEAR,0.22462166742574452,0.03301639333357792,0.16557015990284582,0.296020511779501,TRUE,0.4566155424025329,0.20790223861980237,TRUE
BEL,Belgium,Western,chinese,2,SUPF,0.17853090508131522,0.07534852347454678,0.048373583682347114,0.33918612989568375,TRUE,0.6775358151706552,0.08098828974930976,FALSE
BEL,Belgium,Western,chinese,3,ABAND,0.16973766006146898,0.05069164521103843,0.06782497220127039,0.27335640125764205,TRUE,-7.063898542852849,0.15580547187816207,TRUE
BGR,Bulgaria,Central-East,chinese,1,FEAR,0.20307870155323712,0.028246428779709832,0.14385170969690905,0.2593295655605745,TRUE,0.7942910903159016,0.20790223861980237,TRUE
BGR,Bulgaria,Central-East,chinese,2,ABAND,0.18179298584807155,0.05054061709456186,0.0915076210348545,0.2961200128031993,TRUE,0.6383872008376763,0.15580547187816207,TRUE
BGR,Bulgaria,Central-East,chinese,3,SUPF,0.09809500337463758,0.056021486239770796,-0.014318854694148888,0.21088294387723577,FALSE,52.26526462083687,0.08098828974930976,TRUE
DEU,Germany,Western,chinese,1,FEAR,0.21437654963822106,0.02824551366768683,0.16136406838360462,0.2750423102140493,TRUE,0.7826281565852297,0.20790223861980237,TRUE
DEU,Germany,Western,chinese,2,ABAND,0.14732724412359124,0.045304921834826976,0.051135787214775005,0.23550288660624877,TRUE,0.7221374105374925,0.15580547187816207,TRUE
DEU,Germany,Western,chinese,3,SUPF,0.08493264719437515,0.05449998219333246,-0.022913291329135953,0.1921147621425849,FALSE,0.3219450710767563,0.08098828974930976,TRUE
EST,Estonia,Baltic,chinese,1,GEN,-0.18334492715750422,0.07746163646783816,-0.3376875234594647,-0.04024465183829411,TRUE,0.26323233274152047,-0.08667037501731618,TRUE
EST,Estonia,Baltic,chinese,2,FEAR,0.17816674116360498,0.03235941639644179,0.10661359960111533,0.23240237781901574,TRUE,0.6396183344804018,0.20790223861980237,FALSE
EST,Estonia,Baltic,chinese,3,ABAND,0.15087299046778788,0.04361766837654498,0.05938676521892905,0.23657235257239712,TRUE,0.6498644280432,0.15580547187816207,TRUE
FRA,France,Western,chinese,1,FEAR,0.20526503327937334,0.03213160348020574,0.13910513421886267,0.2706466651287717,TRUE,1.2676487975252175,0.20790223861980237,TRUE
FRA,France,Western,chinese,2,ABAND,0.16606723968517298,0.050273042873135415,0.07247157357977912,0.2748123203127563,TRUE,0.8499347636544431,0.15580547187816207,TRUE
FRA,France,Western,chinese,3,THREAT,-0.13517615706854819,0.051159667704672535,-0.24890702412364443,-0.04736938212558307,TRUE,0.6927643347317973,-0.09904571402065447,TRUE
HUN,Hungary,Central-East,chinese,1,ABAND,0.19238090196447116,0.04778970976388456,0.11379192368808481,0.30299946398106903,TRUE,0.7038278104148251,0.15580547187816207,FALSE
HUN,Hungary,Central-East,chinese,2,FEAR,0.1729585115565273,0.035700613444778824,0.09264699112044188,0.22888630256782413,TRUE,0.7150477134413851,0.20790223861980237,FALSE
HUN,Hungary,Central-East,chinese,3,GEN,-0.11269974026248604,0.06092521228480351,-0.23533170871282064,0.005077446638363128,FALSE,-1.9529920059423942,-0.08667037501731618,TRUE
ITA,Italy,Southern,chinese,1,FEAR,0.198381046647757,0.03021744781747957,0.13409296940419582,0.259461386975413,TRUE,-0.6196968850660123,0.20790223861980237,TRUE
ITA,Italy,Southern,chinese,2,ABAND,0.16550090982360138,0.04569040380762183,0.07437187012890281,0.26053369816000627,TRUE,0.8009719828618908,0.15580547187816207,TRUE
ITA,Italy,Southern,chinese,3,THREAT,-0.13302352657287164,0.046290203967927525,-0.23082940622921466,-0.05130835539762274,TRUE,0.5729459705613626,-0.09904571402065447,TRUE
LTU,Lithuania,Baltic,chinese,1,FEAR,0.22300220408167015,0.0324933987750723,0.16665692818511113,0.29299262189031783,TRUE,0.6552901458413867,0.20790223861980237,TRUE
LTU,Lithuania,Baltic,chinese,2,GEN,-0.18314258832916924,0.07892178210325927,-0.3356175793229405,-0.03937465025424359,TRUE,-0.047005799397150216,-0.08667037501731618,TRUE
LTU,Lithuania,Baltic,chinese,3,ABAND,0.15230748940102568,0.04614459012135489,0.05806856734270348,0.24165041267359724,TRUE,0.6571600208361543,0.15580547187816207,TRUE
LVA,Latvia,Baltic,chinese,1,FEAR,0.20624695171257112,0.02939576102397292,0.14489788595351472,0.26524016713104126,TRUE,1.5031445499584981,0.20790223861980237,TRUE
LVA,Latvia,Baltic,chinese,2,GEN,-0.19013579703467084,0.0776240099817675,-0.34484993621720456,-0.04736255099463727,TRUE,0.25953348968669854,-0.08667037501731618,TRUE
LVA,Latvia,Baltic,chinese,3,THREAT,-0.1251573446047527,0.04736526606521635,-0.22299095012906944,-0.0343320981199445,TRUE,-0.23013227581994844,-0.09904571402065447,TRUE
POL,Poland,Central-East,chinese,1,FEAR,0.22734827238857055,0.03175763406569951,0.17020409695978295,0.296981343815898,TRUE,0.7045178330782116,0.20790223861980237,TRUE
POL,Poland,Central-East,chinese,2,ABAND,0.16419825039783134,0.04670127152499073,0.07282052649690758,0.259051995821553,TRUE,0.7959875169107822,0.15580547187816207,TRUE
POL,Poland,Central-East,chinese,3,THREAT,-0.12520422766428563,0.047454716185287835,-0.22810009919919227,-0.04100191429853643,TRUE,0.7316484175793196,-0.09904571402065447,TRUE
SRB,Serbia,Southern,chinese,1,ABAND,0.19439702100057196,0.04760858867181355,0.11205034469289277,0.29831932467859296,TRUE,0.633227465716435,0.15580547187816207,TRUE
SRB,Serbia,Southern,chinese,2,FEAR,0.18832917238825628,0.028156039346985268,0.12504523926911335,0.23804042599915964,TRUE,0.6603521887680608,0.20790223861980237,TRUE
SRB,Serbia,Southern,chinese,3,GEN,-0.12193949423600989,0.06162612696651163,-0.25182197427528796,-0.010436576931953715,TRUE,0.7924414002308526,-0.08667037501731618,TRUE
TUR,Turkey,Southern,chinese,1,FEAR,0.22003343298309885,0.03350354720266262,0.1560690026666494,0.29256846716188517,TRUE,6.201412956169016,0.20790223861980237,TRUE
TUR,Turkey,Southern,chinese,2,SUPF,0.14407610508829788,0.06617026496692659,0.022345848141714166,0.2781730711596187,TRUE,-0.41317278673783586,0.08098828974930976,TRUE
TUR,Turkey,Southern,chinese,3,ABAND,0.06611465449337087,0.07810204088422462,-0.10852613726262753,0.1803782408012312,FALSE,0.7355859672651808,0.15580547187816207,FALSE
