fimi_variant,predictor,eu_pooled_mean,eu_q025,eu_q975,tau_mean,tau_q025,tau_q975
full,GEN,-0.06467160253549818,-0.1672822337398803,0.035850151636035436,0.14674573422780682,0.07676800214642907,0.24213209550463416
full,THREAT,0.09438265037215082,0.02448058654516806,0.1662695895702628,0.09963193776962448,0.0443138277109805,0.16920999718127108
full,ABAND,-0.05807386442164764,-0.12315757147360723,0.006389091141619777,0.08821745997938614,0.02366658928288546,0.16525826213961398
full,FEAR,0.22121952784106103,0.1776443191066023,0.26765544221602516,0.06242120585243987,0.01992364299481319,0.11883443927774259
full,SUPF,-0.12356529551769466,-0.20320094380044007,-0.042524234128269126,0.08884507927377394,0.0068861244025782775,0.19401071365772954
