country_iso3,country_name,cluster,fimi_variant,predictor,posterior_mean,posterior_sd,q025,q05,q95,q975,sig_95,sig_90,eu_pooled_mean,eu_q025,eu_q975,tau_mean,tau_q025,tau_q975,ml_estimate,ml_se,ml_t,ml_p,shrinkage_pct,in_eu_pi95,eu_pi95_lo,eu_pi95_hi
EST,Estonia,Baltic,russian,GEN,-0.07878406818456472,0.08802405320304015,-0.2359589687841832,-0.2139111974549155,0.07427060784482804,0.1120108437832837,FALSE,FALSE,-0.03880842069144989,-0.13126771445766755,0.05759634759381576,0.1378568074551548,0.06930121548757438,0.234649389983545,0.1057448431461539,0.12676718240595367,0.8341657607212666,0.40452066958230726,1.276546142451857,TRUE,-0.3090077633035533,0.2313909219206535
EST,Estonia,Baltic,russian,THREAT,0.09055915812504915,0.05244376143706218,-0.014113830814404638,0.005991702042774567,0.1771511836317243,0.19317533807934414,FALSE,TRUE,0.12506106610525658,0.056771826708411986,0.19357921741752257,0.10692887606399408,0.057842350456815184,0.1774513548080315,0.09542676409112294,0.06463065263292397,1.4764938957542089,0.14033773426947532,-0.1642557993689966,TRUE,-0.08451953098017181,0.334641663190685
EST,Estonia,Baltic,russian,ABAND,-0.17191210061249174,0.05561928852693528,-0.2836848846521973,-0.26706930249721983,-0.08336257117218163,-0.06477900078163691,TRUE,TRUE,-0.1273620584280204,-0.19990786033750343,-0.05461858446873178,0.10569633081719251,0.046977826677575774,0.18021126008190733,-0.179265998120213,0.06786163782922114,-2.6416397224503956,0.008466384435006592,0.1416828385539186,TRUE,-0.3345268668297177,0.07980274997367692
EST,Estonia,Baltic,russian,FEAR,0.16219396162385008,0.03849662514679404,0.08505311983512981,0.09850038999653431,0.22435189530727495,0.23444002262500593,TRUE,TRUE,0.23800164128225135,0.18492229539370342,0.29054441646401197,0.07891157267909855,0.03525551235786271,0.14041574616190486,0.1364290621766607,0.0421397150012051,3.237541169245192,0.001272360116772823,0.2536599904626351,TRUE,0.08333495883121819,0.39266832373328453
EST,Estonia,Baltic,russian,SUPF,-0.2803713281825687,0.09420033953701944,-0.4953157851282247,-0.45237845007506705,-0.15047019798593053,-0.1276325316002562,TRUE,TRUE,-0.2057783272736831,-0.2848264827800838,-0.12483624429789202,0.08932792109589184,0.006631753434470745,0.19364986271404602,-0.522297729303226,0.13729725355430844,-3.804138216767965,1.5692736096344003e-4,0.7643335592365256,FALSE,-0.38086105262163106,-0.03069560192573509
FRA,France,Western,russian,GEN,-0.033159351594644094,0.0732923878632097,-0.17061647802113686,-0.15027763056598087,0.08985959877380112,0.11700182767097934,FALSE,FALSE,-0.03880842069144989,-0.13126771445766755,0.05759634759381576,0.1378568074551548,0.06930121548757438,0.234649389983545,0.018345161856373027,0.10843443943729145,0.16918206016071297,0.8657114270812061,0.901159842568417,TRUE,-0.3090077633035533,0.2313909219206535
FRA,France,Western,russian,THREAT,0.10435343839987168,0.05597329237297131,-0.008700911493975727,0.01127886542080709,0.1953854218938248,0.2129154743586884,FALSE,TRUE,0.12506106610525658,0.056771826708411986,0.19357921741752257,0.10692887606399408,0.057842350456815184,0.1774513548080315,0.07744705963155758,0.07533842309560854,1.0279888594598412,0.3043763184168773,0.5650937772517974,TRUE,-0.08451953098017181,0.334641663190685
FRA,France,Western,russian,ABAND,-0.09727954619472284,0.06123659135920559,-0.21665817633644097,-0.19843700271585796,0.004931910272370555,0.024673252002722194,FALSE,FALSE,-0.1273620584280204,-0.19990786033750343,-0.05461858446873178,0.10569633081719251,0.046977826677575774,0.18021126008190733,-0.0769555929704934,0.08171654750329223,-0.9417381830453982,0.3467121282606911,0.40320131633420353,TRUE,-0.3345268668297177,0.07980274997367692
FRA,France,Western,russian,FEAR,0.31835095026193844,0.04506924546652755,0.23593330410445248,0.24780280189937742,0.3958958541695029,0.4098086179094702,TRUE,TRUE,0.23800164128225135,0.18492229539370342,0.29054441646401197,0.07891157267909855,0.03525551235786271,0.14041574616190486,0.359762727438478,0.053626310344051596,6.708698120947343,4.610000326697194e-11,0.34010683120390206,TRUE,0.08333495883121819,0.39266832373328453
FRA,France,Western,russian,SUPF,-0.2538124619139725,0.06785960180619462,-0.3995972513875875,-0.3738013974736946,-0.15314631245695817,-0.13421921073796372,TRUE,TRUE,-0.2057783272736831,-0.2848264827800838,-0.12483624429789202,0.08932792109589184,0.006631753434470745,0.19364986271404602,-0.31457157219295373,0.10518303733895432,-2.9907062978153114,0.0028994376569729534,0.558482379343195,TRUE,-0.38086105262163106,-0.03069560192573509
HUN,Hungary,Central-East,russian,GEN,-0.13926680700006894,0.07443664197043938,-0.2916697063236731,-0.263990826146821,-0.020423438232136448,2.3339698179621762e-4,FALSE,TRUE,-0.03880842069144989,-0.13126771445766755,0.05759634759381576,0.1378568074551548,0.06930121548757438,0.234649389983545,-0.16859387787289018,0.10851923415793127,-1.5535852163085715,0.12081689675756216,0.22596577081684854,TRUE,-0.3090077633035533,0.2313909219206535
HUN,Hungary,Central-East,russian,THREAT,-0.02204089729758112,0.05241267047252898,-0.13028111017271932,-0.10940153372681194,0.06600617682815893,0.08166045013496741,FALSE,FALSE,0.12506106610525658,0.056771826708411986,0.19357921741752257,0.10692887606399408,0.057842350456815184,0.1774513548080315,-0.07929466153319306,0.058050458252171505,-1.3659609918794546,0.17246901627817143,0.2801671619251429,TRUE,-0.08451953098017181,0.334641663190685
HUN,Hungary,Central-East,russian,ABAND,0.010295589344071047,0.058615410038242347,-0.10513949949619986,-0.08653217180587955,0.10728286511486994,0.1243793941496934,FALSE,FALSE,-0.1273620584280204,-0.19990786033750343,-0.05461858446873178,0.10569633081719251,0.046977826677575774,0.18021126008190733,0.08304097714991293,0.06442067851834857,1.2890422618920545,0.19788600128059328,0.3457430526419234,FALSE,-0.3345268668297177,0.07980274997367692
HUN,Hungary,Central-East,russian,FEAR,0.22985327281753906,0.039238409360828,0.1518288222314914,0.1642078855217155,0.29444062129561765,0.3066070154121138,TRUE,TRUE,0.23800164128225135,0.18492229539370342,0.29054441646401197,0.07891157267909855,0.03525551235786271,0.14041574616190486,0.21881567271581204,0.04800539984810305,4.558147071124929,6.270336740372437e-6,0.5752954334051363,TRUE,0.08333495883121819,0.39266832373328453
HUN,Hungary,Central-East,russian,SUPF,-0.21917809610888694,0.06578894084359561,-0.3511939344206372,-0.3258656711694719,-0.11001252506486009,-0.08378156885521157,TRUE,TRUE,-0.2057783272736831,-0.2848264827800838,-0.12483624429789202,0.08932792109589184,0.006631753434470745,0.19364986271404602,-0.1870852235977054,0.1034037224527158,-1.8092697164094385,0.07091535816665577,1.7168295360402759,TRUE,-0.38086105262163106,-0.03069560192573509
ITA,Italy,Southern,russian,GEN,-0.06292261544697327,0.06857117778590584,-0.2032958690133989,-0.17889866085475892,0.0455686886130471,0.0693359001619254,FALSE,FALSE,-0.03880842069144989,-0.13126771445766755,0.05759634759381576,0.1378568074551548,0.06930121548757438,0.234649389983545,-0.10798519285208409,0.10754745823870054,-1.0040701530333893,0.3157495540106272,0.6514119696199727,TRUE,-0.3090077633035533,0.2313909219206535
ITA,Italy,Southern,russian,THREAT,0.05356952272436226,0.049948143190053494,-0.04882729968450079,-0.032897657006548134,0.13295084903285007,0.14716289338355723,FALSE,FALSE,0.12506106610525658,0.056771826708411986,0.19357921741752257,0.10692887606399408,0.057842350456815184,0.1774513548080315,0.004964918365191853,0.05917252437854515,0.08390580623922206,0.9331593095784857,0.4047141001089384,TRUE,-0.08451953098017181,0.334641663190685
