fimi_variant,predictor,eu_pooled_mean,eu_q025,eu_q975,tau_mean,tau_q025,tau_q975
chinese,GEN,-0.08667037501731618,-0.17004027504976663,-0.0022906169749671826,0.09689373621580699,0.01454983545634187,0.18543366942880812
chinese,THREAT,-0.09904571402065447,-0.15564615978694007,-0.04250070117961712,0.06658366443161147,0.005969889083911359,0.14051673501081402
chinese,ABAND,0.15580547187816207,0.10013733998976716,0.21019530105383658,0.05801023083703126,0.004582344104232913,0.12857150969046655
chinese,FEAR,0.20790223861980237,0.17349941613618997,0.24475826664913772,0.036522843751617115,0.0022465573766746647,0.08505267254006027
chinese,SUPF,0.08098828974930976,-4.7678288816525757e-4,0.15819061476405757,0.08002841805158468,0.006776707666073108,0.17303771370243098
