country_iso3,country_name,cluster,fimi_variant,predictor,posterior_mean,posterior_sd,q025,q05,q95,q975,sig_95,sig_90,eu_pooled_mean,eu_q025,eu_q975,tau_mean,tau_q025,tau_q975,ml_estimate,ml_se,ml_t,ml_p,shrinkage_pct,in_eu_pi95,eu_pi95_lo,eu_pi95_hi
AUT,Austria,Western,chinese,GEN,-0.017900898147294342,0.06478611245698139,-0.13724864076798407,-0.11854279423034887,0.09310728192316776,0.11944223354847952,FALSE,FALSE,-0.08667037501731618,-0.17004027504976663,-0.0022906169749671826,0.09689373621580699,0.01454983545634187,0.18543366942880812,0.08199235602772056,0.1085062731927873,0.7556462277719332,0.45016137349758933,0.592266314888149,TRUE,-0.27658209800029787,0.10324134796566552
AUT,Austria,Western,chinese,THREAT,-0.15433643410801148,0.05332542722703583,-0.2713083450744034,-0.24990616726806517,-0.0770740619301633,-0.0662856841028571,TRUE,TRUE,-0.09904571402065447,-0.15564615978694007,-0.04250070117961712,0.06658366443161147,0.005969889083911359,0.14051673501081402,-0.2581544200547287,0.07453005190532624,-3.4637627836708895,5.710970970216473e-4,0.6524972048008729,FALSE,-0.22954969630661293,0.031458268265304
AUT,Austria,Western,chinese,ABAND,0.150092166484142,0.05073321843158928,0.05173200549134187,0.06784369203645663,0.23321289401617626,0.25744038866273383,TRUE,TRUE,0.15580547187816207,0.10013733998976716,0.21019530105383658,0.05801023083703126,0.004582344104232913,0.12857150969046655,0.17332817551638724,0.07968885726392573,2.1750616267759058,0.030019892340773544,1.3260515906664478,TRUE,0.04210541943758081,0.2695055243187433
AUT,Austria,Western,chinese,FEAR,0.23868911873016052,0.03635915014002116,0.18097907967568624,0.18876237618785918,0.30520170025871685,0.32125673394523285,TRUE,TRUE,0.20790223861980237,0.17349941613618997,0.24475826664913772,0.036522843751617115,0.0022465573766746647,0.08505267254006027,0.3184270721691701,0.0482535186600617,6.599043572603228,9.186298384126878e-11,0.7214483015112917,FALSE,0.13631746486663282,0.2794870123729719
AUT,Austria,Western,chinese,SUPF,0.09488167162974509,0.05700103116591777,-0.020387068317621188,-2.760297356570013e-4,0.18727339278678076,0.2101221269809175,FALSE,FALSE,0.08098828974930976,-4.7678288816525757e-4,0.15819061476405757,0.08002841805158468,0.006776707666073108,0.17303771370243098,0.04097288931502955,0.10243768257563365,0.3999786825007262,0.6893162535072348,1.3472008709060228,TRUE,-0.07586740963179621,0.2378439891304157
BEL,Belgium,Western,chinese,GEN,-0.06685729103369412,0.07139647872399137,-0.2119424773620991,-0.18518291804367368,0.045361686511358273,0.06514385566964506,FALSE,FALSE,-0.08667037501731618,-0.17004027504976663,-0.0022906169749671826,0.09689373621580699,0.01454983545634187,0.18543366942880812,-0.25864847084684994,0.10529320162184637,-2.4564593616952495,0.014318836736039463,1.1152070203362465,TRUE,-0.27658209800029787,0.10324134796566552
BEL,Belgium,Western,chinese,THREAT,-0.03898000340064701,0.05493323714410739,-0.13506438178691446,-0.12244225124335749,0.057058884315105085,0.07624818113389976,FALSE,FALSE,-0.09904571402065447,-0.15564615978694007,-0.04250070117961712,0.06658366443161147,0.005969889083911359,0.14051673501081402,-5.287321916340261e-4,0.07319835114251493,-0.007223280079145511,0.9942391522483931,0.3903009460414293,TRUE,-0.22954969630661293,0.031458268265304
BEL,Belgium,Western,chinese,ABAND,0.16973766006146898,0.05069164521103843,0.06782497220127039,0.08907089856132407,0.25531090451784705,0.27335640125764205,TRUE,TRUE,0.15580547187816207,0.10013733998976716,0.21019530105383658,0.05801023083703126,0.004582344104232913,0.12857150969046655,0.1575331955231545,0.07425995509285975,2.1213747749532597,0.03430727993104454,-7.063898542852849,TRUE,0.04210541943758081,0.2695055243187433
BEL,Belgium,Western,chinese,FEAR,0.22462166742574452,0.03301639333357792,0.16557015990284582,0.17492879904859596,0.2841578386655316,0.296020511779501,TRUE,TRUE,0.20790223861980237,0.17349941613618997,0.24475826664913772,0.036522843751617115,0.0022465573766746647,0.08505267254006027,0.23867129830153458,0.04849009120008949,4.9220632998333915,1.1132385181531143e-6,0.4566155424025329,TRUE,0.13631746486663282,0.2794870123729719
BEL,Belgium,Western,chinese,SUPF,0.17853090508131522,0.07534852347454678,0.048373583682347114,0.0672615493524084,0.3110074239548173,0.33918612989568375,TRUE,TRUE,0.08098828974930976,-4.7678288816525757e-4,0.15819061476405757,0.08002841805158468,0.006776707666073108,0.17303771370243098,0.38347960481931415,0.10435814845128602,3.6746493734346095,2.599033722853644e-4,0.6775358151706552,FALSE,-0.07586740963179621,0.2378439891304157
BGR,Bulgaria,Central-East,chinese,GEN,-0.08034601471117034,0.05796490621487597,-0.19732705281153923,-0.17650801888845927,0.01275926850291662,0.03710237686653588,FALSE,FALSE,-0.08667037501731618,-0.17004027504976663,-0.0022906169749671826,0.09689373621580699,0.01454983545634187,0.18543366942880812,-0.08896124347811665,0.1214590229084485,-0.7324383265059895,0.46419391861891857,3.7606824286786007,TRUE,-0.27658209800029787,0.10324134796566552
BGR,Bulgaria,Central-East,chinese,THREAT,-0.06320850991698124,0.048345738184224975,-0.14807508051109092,-0.13532287876470467,0.020561940050781775,0.039514624509022024,FALSE,FALSE,-0.09904571402065447,-0.15564615978694007,-0.04250070117961712,0.06658366443161147,0.005969889083911359,0.14051673501081402,-0.04882713520664665,0.08252141893174984,-0.5916904464164585,0.5542860837236698,0.2863755815073581,TRUE,-0.22954969630661293,0.031458268265304
BGR,Bulgaria,Central-East,chinese,ABAND,0.18179298584807155,0.05054061709456186,0.0915076210348545,0.10713345447658718,0.27243089890992755,0.2961200128031993,TRUE,TRUE,0.15580547187816207,0.10013733998976716,0.21019530105383658,0.05801023083703126,0.004582344104232913,0.12857150969046655,0.22767105304705204,0.08985233316449869,2.533835739470887,0.011541562899688074,0.6383872008376763,TRUE,0.04210541943758081,0.2695055243187433
BGR,Bulgaria,Central-East,chinese,FEAR,0.20307870155323712,0.028246428779709832,0.14385170969690905,0.1544095648374683,0.24801737319927405,0.2593295655605745,TRUE,TRUE,0.20790223861980237,0.17349941613618997,0.24475826664913772,0.036522843751617115,0.0022465573766746647,0.08505267254006027,0.1844538762033537,0.04619908829242263,3.992586932361759,7.366106401171621e-5,0.7942910903159016,TRUE,0.13631746486663282,0.2794870123729719
